,Gender,Gap,10_Result,12_Result,Sem1,Sem2,Sem3,Sem4,Sem5,Caste,admission_category
5852,FEMALE,0,2,2,1.0,1.0,1.0,1.0,1.0,OPEN,CAP
5853,FEMALE,0,2,2,1.0,1.0,1.0,1.0,1.0,OPEN,CAP
5854,FEMALE,0,2,2,1.0,1.0,1.0,1.0,1.0,OPEN,CAP
5855,FEMALE,0,2,2,1.0,1.0,1.0,1.0,1.0,OPEN,CAP
5856,FEMALE,0,2,2,1.0,1.0,1.0,1.0,1.0,OPEN,CAP
5857,FEMALE,0,2,2,1.0,1.0,1.0,1.0,1.0,OPEN,CAP
5858,FEMALE,0,2,2,1.0,1.0,1.0,1.0,1.0,OPEN,CAP
5859,FEMALE,0,2,2,1.0,1.0,1.0,1.0,1.0,OPEN,CAP
5860,FEMALE,0,2,2,1.0,1.0,1.0,1.0,1.0,OPEN,CAP
5861,FEMALE,0,2,2,1.0,1.0,1.0,1.0,1.0,OPEN,CAP
5862,FEMALE,0,2,2,1.0,1.0,1.0,1.0,1.0,OPEN,CAP
5863,FEMALE,0,2,2,1.0,1.0,1.0,1.0,1.0,OPEN,CAP
5864,FEMALE,0,2,2,1.0,1.0,1.0,1.0,1.0,OPEN,CAP
5865,FEMALE,0,2,2,1.0,1.0,1.0,1.0,1.0,OPEN,CAP
5866,FEMALE,0,2,2,1.0,1.0,1.0,1.0,1.0,OPEN,CAP
5867,FEMALE,0,2,2,1.0,1.0,1.0,1.0,1.0,OPEN,CAP
5868,FEMALE,0,2,2,1.0,1.0,1.0,1.0,1.0,OPEN,CAP
5869,FEMALE,0,2,2,1.0,1.0,1.0,1.0,1.0,OPEN,CAP
5870,FEMALE,0,2,2,1.0,1.0,1.0,1.0,1.0,OPEN,CAP
5871,FEMALE,0,2,2,1.0,1.0,1.0,1.0,1.0,OPEN,CAP
5872,FEMALE,0,2,2,1.0,1.0,1.0,1.0,1.0,OPEN,CAP
5873,FEMALE,0,2,2,1.0,1.0,1.0,1.0,1.0,OPEN,CAP
5874,FEMALE,0,2,2,1.0,1.0,1.0,1.0,1.0,OPEN,CAP
5875,FEMALE,0,2,2,1.0,1.0,1.0,1.0,1.0,OPEN,CAP
5876,FEMALE,0,2,2,1.0,1.0,1.0,1.0,1.0,OPEN,CAP
5877,FEMALE,0,2,2,1.0,1.0,1.0,1.0,1.0,OBC,CAP
5878,FEMALE,0,2,2,1.0,1.0,1.0,1.0,1.0,OBC,CAP
5879,FEMALE,0,2,2,1.0,1.0,1.0,1.0,1.0,OBC,CAP
5880,FEMALE,0,2,2,1.0,1.0,1.0,1.0,1.0,OBC,CAP
5881,FEMALE,0,2,2,1.0,1.0,1.0,1.0,1.0,OBC,CAP
5904,FEMALE,0,2,2,1.0,1.0,2.0,1.0,1.0,OPEN,CAP
5905,FEMALE,0,2,2,1.0,1.0,2.0,1.0,2.0,OPEN,CAP
5906,FEMALE,0,2,2,1.0,1.0,2.0,2.0,1.0,OPEN,CAP
5907,FEMALE,0,2,2,1.0,1.0,1.0,1.0,1.0,OPEN,CAP
5908,FEMALE,0,2,2,1.0,1.0,2.0,2.0,2.0,OPEN,CAP
5910,FEMALE,0,2,2,2.0,2.0,2.0,1.0,2.0,OPEN,CAP
5911,FEMALE,0,2,2,3.0,4.0,2.0,1.0,1.0,OPEN,CAP
5912,FEMALE,0,2,2,1.0,4.0,2.0,1.0,1.0,OPEN,CAP
5913,FEMALE,0,2,2,2.0,3.0,2.0,1.0,2.0,OPEN,CAP
5914,FEMALE,0,2,2,1.0,2.0,2.0,2.0,1.0,OPEN,CAP
5915,FEMALE,0,2,2,1.0,4.0,1.0,1.0,1.0,OPEN,CAP
5916,FEMALE,0,2,2,3.0,2.0,2.0,2.0,2.0,OPEN,CAP
5917,FEMALE,0,2,2,3.0,2.0,2.0,1.0,2.0,OPEN,CAP
5918,FEMALE,0,3,3,3.0,3.0,2.0,2.0,3.0,OPEN,CAP
5919,FEMALE,0,4,4,3.0,3.0,2.0,3.0,4.0,OPEN,CAP
5920,FEMALE,0,2,2,3.0,3.0,2.0,3.0,1.0,OPEN,CAP
5921,FEMALE,0,2,2,2.0,2.0,2.0,2.0,2.0,OPEN,CAP
5922,FEMALE,0,2,2,3.0,3.0,3.0,2.0,2.0,OPEN,CAP
5923,FEMALE,0,3,3,2.0,3.0,2.0,3.0,3.0,OPEN,CAP
5924,FEMALE,0,4,4,3.0,3.0,3.0,2.0,4.0,OPEN,CAP
5925,FEMALE,0,4,4,3.0,2.0,3.0,3.0,4.0,OPEN,CAP
5932,FEMALE,0,4,4,1.0,1.0,3.0,3.0,2.0,OPEN,CAP
5933,FEMALE,0,4,4,1.0,1.0,4.0,4.0,4.0,OPEN,CAP
5934,FEMALE,0,4,4,1.0,1.0,4.0,4.0,4.0,OPEN,CAP
5935,FEMALE,0,4,4,1.0,1.0,4.0,4.0,4.0,OPEN,CAP
5936,FEMALE,0,4,4,1.0,1.0,4.0,4.0,3.0,OPEN,CAP
5938,FEMALE,0,4,4,2.0,2.0,4.0,4.0,4.0,OPEN,CAP
5939,FEMALE,0,4,4,3.0,4.0,3.0,3.0,4.0,OPEN,CAP
5940,FEMALE,0,4,4,1.0,4.0,2.0,3.0,4.0,OPEN,CAP
5941,FEMALE,0,4,4,2.0,3.0,4.0,4.0,4.0,OPEN,CAP
5942,FEMALE,0,4,4,1.0,2.0,2.0,3.0,3.0,OPEN,CAP
5943,FEMALE,0,4,4,1.0,4.0,4.0,4.0,4.0,OPEN,CAP
5944,FEMALE,0,4,4,3.0,2.0,3.0,3.0,4.0,OPEN,CAP
5945,FEMALE,0,4,4,3.0,2.0,4.0,4.0,4.0,OPEN,CAP
5946,FEMALE,0,4,4,3.0,3.0,3.0,4.0,3.0,OPEN,CAP
5947,FEMALE,0,3,3,3.0,3.0,4.0,4.0,4.0,OPEN,CAP
5948,FEMALE,0,4,4,3.0,3.0,4.0,4.0,4.0,OPEN,CAP
5949,FEMALE,0,4,4,2.0,2.0,3.0,3.0,2.0,OPEN,CAP
5950,FEMALE,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,CAP
5952,FEMALE,0,4,4,2.0,2.0,4.0,4.0,4.0,OPEN,CAP
5953,FEMALE,0,4,4,2.0,3.0,4.0,4.0,3.0,OPEN,CAP
5954,FEMALE,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,CAP
5955,FEMALE,0,4,4,2.0,3.0,4.0,4.0,4.0,OPEN,CAP
5956,FEMALE,0,4,4,3.0,4.0,4.0,4.0,4.0,OPEN,CAP
5957,FEMALE,0,4,4,3.0,3.0,4.0,4.0,4.0,OPEN,CAP
5958,FEMALE,0,4,4,2.0,3.0,4.0,4.0,4.0,OPEN,CAP
5960,FEMALE,0,4,4,2.0,2.0,4.0,4.0,4.0,OPEN,CAP
5961,FEMALE,0,4,4,2.0,2.0,4.0,4.0,4.0,OPEN,CAP
5962,FEMALE,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,CAP
5963,FEMALE,0,4,4,4.0,3.0,4.0,4.0,4.0,OPEN,CAP
5966,FEMALE,0,4,4,3.0,3.0,4.0,4.0,4.0,OPEN,CAP
5967,FEMALE,0,4,4,2.0,3.0,4.0,4.0,4.0,OPEN,CAP
5968,FEMALE,0,4,4,3.0,3.0,4.0,4.0,4.0,OPEN,CAP
5969,FEMALE,0,4,4,2.0,3.0,4.0,4.0,4.0,OPEN,CAP
5970,FEMALE,0,4,4,1.0,2.0,4.0,4.0,4.0,OPEN,CAP
5971,FEMALE,0,4,4,4.0,3.0,4.0,4.0,4.0,OPEN,CAP
5972,FEMALE,0,4,4,3.0,3.0,4.0,4.0,4.0,OPEN,CAP
5973,FEMALE,0,4,4,3.0,3.0,4.0,4.0,4.0,OPEN,CAP
5974,FEMALE,0,4,4,4.0,4.0,3.0,4.0,3.0,OPEN,CAP
5976,FEMALE,0,4,4,2.0,2.0,3.0,4.0,3.0,OPEN,CAP
5977,FEMALE,0,4,4,1.0,2.0,4.0,3.0,4.0,OPEN,CAP
5978,FEMALE,0,4,4,2.0,3.0,3.0,4.0,3.0,OPEN,CAP
5979,FEMALE,0,4,4,3.0,3.0,3.0,3.0,4.0,OPEN,CAP
5980,FEMALE,0,4,4,4.0,4.0,4.0,4.0,3.0,OPEN,CAP
5981,FEMALE,0,4,4,3.0,3.0,3.0,3.0,4.0,OPEN,CAP
5982,FEMALE,0,4,4,3.0,3.0,4.0,4.0,4.0,OPEN,CAP
5983,FEMALE,0,4,4,1.0,2.0,3.0,4.0,3.0,OPEN,CAP
5984,FEMALE,0,4,4,2.0,2.0,4.0,4.0,4.0,OPEN,CAP
5985,FEMALE,0,4,4,2.0,3.0,3.0,4.0,3.0,OPEN,CAP
5987,FEMALE,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,CAP
5988,FEMALE,0,4,4,3.0,3.0,3.0,3.0,3.0,OPEN,CAP
5989,FEMALE,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,CAP
5990,FEMALE,0,4,4,2.0,1.0,3.0,2.0,2.0,OPEN,CAP
5991,FEMALE,0,4,4,2.0,2.0,3.0,3.0,3.0,OPEN,CAP
5992,FEMALE,0,4,4,1.0,1.0,2.0,1.0,0.0,OPEN,CAP
5993,FEMALE,0,4,4,2.0,1.0,3.0,3.0,4.0,OPEN,CAP
5995,FEMALE,0,4,4,4.0,3.0,4.0,4.0,4.0,OPEN,CAP
5996,FEMALE,0,4,4,4.0,4.0,3.0,4.0,4.0,OPEN,CAP
5997,FEMALE,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,CAP
5998,FEMALE,0,3,3,3.0,1.0,3.0,3.0,3.0,OPEN,CAP
5999,FEMALE,0,4,4,1.0,1.0,1.0,1.0,1.0,OPEN,CAP
6000,FEMALE,0,4,4,2.0,2.0,4.0,3.0,3.0,OPEN,CAP
6001,FEMALE,0,4,4,2.0,3.0,3.0,4.0,4.0,OPEN,CAP
6002,FEMALE,0,4,4,1.0,1.0,2.0,2.0,3.0,OPEN,CAP
6003,FEMALE,0,4,4,4.0,3.0,4.0,4.0,4.0,OPEN,CAP
6005,FEMALE,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,CAP
6007,FEMALE,0,4,4,2.0,3.0,4.0,3.0,4.0,OPEN,CAP
6009,FEMALE,0,4,4,2.0,3.0,4.0,3.0,4.0,OPEN,CAP
6010,FEMALE,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,CAP
6011,FEMALE,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,CAP
6012,FEMALE,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,CAP
6013,FEMALE,0,4,4,3.0,3.0,4.0,4.0,4.0,OPEN,CAP
6014,FEMALE,0,4,4,2.0,3.0,4.0,4.0,4.0,OPEN,CAP
6015,FEMALE,0,4,4,3.0,3.0,4.0,4.0,4.0,OPEN,CAP
6016,FEMALE,0,4,4,2.0,3.0,4.0,4.0,4.0,OPEN,CAP
6017,FEMALE,0,4,4,1.0,2.0,4.0,4.0,4.0,OPEN,CAP
6018,FEMALE,0,4,4,4.0,3.0,4.0,4.0,4.0,OPEN,CAP
6019,FEMALE,0,4,4,3.0,3.0,4.0,3.0,3.0,OPEN,CAP
6020,FEMALE,0,4,4,3.0,3.0,4.0,4.0,4.0,OPEN,CAP
6021,FEMALE,0,4,4,2.0,3.0,4.0,1.0,0.0,OPEN,CAP
6022,FEMALE,0,4,4,3.0,3.0,4.0,3.0,4.0,OPEN,CAP
6023,FEMALE,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,CAP
6024,FEMALE,0,4,4,3.0,2.0,4.0,4.0,4.0,OPEN,CAP
6025,FEMALE,0,4,4,3.0,4.0,4.0,4.0,4.0,OPEN,CAP
6026,FEMALE,0,4,4,1.0,2.0,3.0,4.0,4.0,OPEN,CAP
6027,FEMALE,0,3,3,1.0,1.0,1.0,3.0,3.0,OPEN,CAP
6028,FEMALE,0,4,4,2.0,4.0,4.0,1.0,1.0,OPEN,CAP
6029,FEMALE,0,4,4,1.0,1.0,2.0,3.0,3.0,OPEN,CAP
6030,FEMALE,0,4,4,1.0,2.0,2.0,4.0,4.0,OPEN,CAP
6031,FEMALE,0,4,4,4.0,4.0,4.0,2.0,3.0,OPEN,CAP
6032,FEMALE,0,4,4,1.0,2.0,2.0,4.0,4.0,OPEN,CAP
6033,FEMALE,0,4,4,1.0,2.0,3.0,1.0,2.0,OPEN,CAP
6034,FEMALE,0,4,4,1.0,1.0,1.0,4.0,4.0,OPEN,CAP
6035,FEMALE,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,CAP
6036,FEMALE,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,CAP
6037,FEMALE,0,4,4,3.0,2.0,3.0,3.0,4.0,OPEN,CAP
6038,FEMALE,0,4,4,3.0,4.0,4.0,4.0,4.0,OPEN,CAP
6039,FEMALE,0,4,4,1.0,2.0,2.0,3.0,4.0,OPEN,CAP
6040,FEMALE,0,4,4,1.0,1.0,1.0,2.0,4.0,OPEN,CAP
6041,FEMALE,0,4,4,2.0,4.0,4.0,4.0,4.0,OPEN,CAP
6042,FEMALE,0,4,4,1.0,1.0,3.0,3.0,4.0,OPEN,CAP
6043,FEMALE,0,4,4,1.0,2.0,4.0,4.0,4.0,OPEN,CAP
6044,FEMALE,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,CAP
6045,FEMALE,0,4,4,1.0,2.0,1.0,2.0,4.0,OPEN,CAP
6046,FEMALE,0,4,4,1.0,2.0,4.0,4.0,4.0,OPEN,CAP
6047,FEMALE,0,4,4,1.0,1.0,3.0,3.0,4.0,OPEN,CAP
6048,FEMALE,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,CAP
6049,FEMALE,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,CAP
6050,FEMALE,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,CAP
6051,FEMALE,0,4,4,3.0,2.0,4.0,3.0,3.0,OPEN,CAP
6052,FEMALE,0,4,4,3.0,4.0,4.0,4.0,4.0,OPEN,CAP
6053,FEMALE,0,4,4,1.0,2.0,3.0,2.0,3.0,OPEN,CAP
6054,FEMALE,0,3,3,1.0,1.0,1.0,1.0,2.0,OPEN,CAP
6055,FEMALE,0,4,4,2.0,4.0,4.0,4.0,4.0,OPEN,CAP
6056,FEMALE,0,4,4,1.0,1.0,2.0,2.0,3.0,OPEN,CAP
6057,FEMALE,0,3,3,2.0,3.0,3.0,3.0,3.0,OPEN,CAP
6058,FEMALE,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,CAP
6059,FEMALE,0,4,4,2.0,2.0,3.0,2.0,3.0,OPEN,CAP
6060,FEMALE,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,CAP
6061,FEMALE,0,4,4,4.0,4.0,4.0,4.0,3.0,OPEN,CAP
6062,FEMALE,0,4,4,3.0,2.0,3.0,3.0,3.0,OPEN,CAP
6063,FEMALE,0,4,4,3.0,4.0,4.0,4.0,4.0,OPEN,CAP
6064,FEMALE,0,4,4,1.0,2.0,3.0,3.0,3.0,OPEN,CAP
6065,FEMALE,0,4,4,4.0,4.0,4.0,3.0,4.0,OPEN,CAP
6066,FEMALE,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,CAP
6067,FEMALE,0,4,4,3.0,2.0,4.0,3.0,3.0,OPEN,CAP
6068,FEMALE,0,4,4,3.0,4.0,4.0,4.0,4.0,OPEN,CAP
6069,FEMALE,0,4,4,1.0,2.0,3.0,2.0,0.0,OPEN,CAP
6070,FEMALE,0,3,3,1.0,1.0,1.0,1.0,2.0,OPEN,CAP
6071,FEMALE,0,4,4,2.0,4.0,4.0,4.0,4.0,OPEN,CAP
6072,FEMALE,0,4,4,1.0,1.0,2.0,2.0,3.0,OPEN,CAP
6073,FEMALE,0,3,3,1.0,2.0,2.0,3.0,3.0,OPEN,CAP
6074,FEMALE,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,CAP
6075,FEMALE,0,4,4,1.0,2.0,2.0,2.0,3.0,OPEN,CAP
6076,FEMALE,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,CAP
6077,FEMALE,0,4,4,3.0,3.0,4.0,4.0,4.0,OPEN,CAP
6078,FEMALE,0,4,4,4.0,4.0,4.0,3.0,3.0,OPEN,CAP
6079,FEMALE,0,4,4,3.0,3.0,4.0,4.0,4.0,OPEN,CAP
6082,FEMALE,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,CAP
6084,FEMALE,0,3,3,2.0,3.0,2.0,3.0,3.0,OPEN,CAP
6085,FEMALE,0,4,4,2.0,3.0,4.0,4.0,4.0,OPEN,CAP
6086,FEMALE,0,4,4,2.0,3.0,2.0,2.0,3.0,OPEN,CAP
6087,FEMALE,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,CAP
6088,FEMALE,0,4,4,4.0,4.0,4.0,4.0,3.0,OPEN,CAP
6089,FEMALE,0,3,3,4.0,3.0,4.0,3.0,3.0,OPEN,CAP
6090,FEMALE,0,4,4,3.0,3.0,3.0,3.0,4.0,OPEN,CAP
6091,FEMALE,0,4,4,4.0,4.0,4.0,4.0,3.0,OPEN,CAP
6092,FEMALE,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,CAP
6093,FEMALE,0,4,4,2.0,2.0,2.0,2.0,4.0,OPEN,CAP
6094,FEMALE,0,4,4,2.0,3.0,2.0,3.0,4.0,OPEN,CAP
6097,FEMALE,0,4,4,4.0,4.0,4.0,3.0,4.0,OPEN,CAP
6098,FEMALE,0,4,4,4.0,4.0,3.0,4.0,4.0,OPEN,CAP
6099,FEMALE,0,4,4,3.0,3.0,4.0,3.0,4.0,OPEN,CAP
6100,FEMALE,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,CAP
6101,FEMALE,0,4,4,1.0,2.0,4.0,4.0,4.0,OPEN,CAP
6102,FEMALE,0,4,4,3.0,3.0,4.0,4.0,4.0,OPEN,CAP
6103,FEMALE,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,CAP
6105,FEMALE,0,4,4,3.0,4.0,4.0,4.0,4.0,OPEN,CAP
6106,FEMALE,0,4,4,3.0,4.0,4.0,4.0,4.0,OPEN,CAP
6107,FEMALE,0,4,4,2.0,2.0,4.0,4.0,4.0,OPEN,CAP
6108,FEMALE,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,CAP
6109,FEMALE,0,4,4,1.0,1.0,4.0,3.0,3.0,OPEN,CAP
6110,FEMALE,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,CAP
6112,FEMALE,0,4,4,3.0,2.0,4.0,3.0,4.0,OPEN,CAP
6113,FEMALE,0,4,4,3.0,3.0,4.0,4.0,4.0,OPEN,CAP
6114,FEMALE,0,4,4,3.0,3.0,4.0,4.0,4.0,OPEN,CAP
6115,FEMALE,0,4,4,1.0,2.0,4.0,4.0,4.0,OPEN,CAP
6116,FEMALE,0,4,4,4.0,4.0,3.0,4.0,4.0,OPEN,CAP
6117,FEMALE,0,4,4,1.0,3.0,4.0,4.0,4.0,OPEN,CAP
6118,FEMALE,0,4,4,3.0,3.0,2.0,2.0,4.0,OPEN,CAP
6119,FEMALE,0,4,4,3.0,2.0,2.0,3.0,4.0,OPEN,CAP
6120,FEMALE,0,4,4,4.0,4.0,2.0,2.0,3.0,OPEN,CAP
6121,FEMALE,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,CAP
6122,FEMALE,0,4,4,4.0,4.0,4.0,3.0,4.0,OPEN,CAP
6123,FEMALE,0,4,4,3.0,3.0,3.0,4.0,4.0,OPEN,CAP
6124,FEMALE,0,4,4,4.0,4.0,4.0,3.0,4.0,OPEN,CAP
6125,FEMALE,0,4,4,3.0,3.0,4.0,4.0,4.0,OPEN,CAP
6128,FEMALE,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,CAP
6130,FEMALE,0,4,4,2.0,3.0,4.0,4.0,4.0,OPEN,CAP
6131,FEMALE,0,4,4,2.0,3.0,4.0,4.0,4.0,OPEN,CAP
6132,FEMALE,0,4,4,2.0,3.0,4.0,4.0,4.0,OPEN,CAP
6133,FEMALE,0,4,4,2.0,2.0,4.0,4.0,4.0,OPEN,CAP
6134,FEMALE,0,4,4,1.0,2.0,4.0,3.0,3.0,OPEN,CAP
6135,FEMALE,0,4,4,2.0,2.0,4.0,4.0,4.0,OPEN,CAP
6136,FEMALE,0,4,4,2.0,1.0,4.0,1.0,0.0,OPEN,CAP
6137,FEMALE,0,4,4,1.0,1.0,4.0,3.0,4.0,OPEN,CAP
6138,FEMALE,0,4,4,1.0,1.0,4.0,4.0,4.0,OPEN,CAP
6139,FEMALE,0,4,4,1.0,1.0,4.0,4.0,4.0,OPEN,CAP
6140,FEMALE,0,4,4,1.0,1.0,4.0,4.0,4.0,OPEN,CAP
6141,FEMALE,0,4,4,1.0,1.0,4.0,4.0,4.0,OPEN,CAP
6142,FEMALE,0,4,4,1.0,1.0,2.0,2.0,4.0,OPEN,CAP
6143,FEMALE,0,4,4,1.0,1.0,2.0,3.0,4.0,OPEN,CAP
6144,FEMALE,0,4,4,1.0,1.0,2.0,2.0,3.0,OPEN,CAP
6145,FEMALE,0,4,4,1.0,1.0,4.0,4.0,4.0,OPEN,CAP
6146,FEMALE,0,4,4,1.0,1.0,4.0,3.0,4.0,OPEN,CAP
6147,FEMALE,0,4,4,1.0,1.0,3.0,4.0,4.0,OPEN,CAP
6148,FEMALE,0,4,4,1.0,1.0,4.0,3.0,4.0,OPEN,CAP
6149,FEMALE,0,4,4,1.0,1.0,4.0,4.0,4.0,OPEN,CAP
6150,FEMALE,0,4,4,1.0,1.0,4.0,4.0,4.0,OPEN,CAP
6151,FEMALE,0,4,4,1.0,1.0,4.0,4.0,4.0,OPEN,CAP
6152,FEMALE,0,4,4,1.0,1.0,4.0,4.0,4.0,OPEN,CAP
6155,FEMALE,0,4,4,3.0,3.0,4.0,4.0,4.0,OPEN,CAP
6158,FEMALE,0,4,4,2.0,3.0,4.0,3.0,3.0,OPEN,CAP
6159,FEMALE,0,4,4,1.0,1.0,4.0,4.0,4.0,OPEN,CAP
6160,FEMALE,0,4,4,4.0,1.0,0.0,1.0,0.0,OPEN,CAP
6161,FEMALE,0,4,4,4.0,3.0,4.0,3.0,4.0,OPEN,CAP
6162,FEMALE,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,CAP
6163,FEMALE,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,CAP
6164,FEMALE,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,CAP
6166,FEMALE,0,4,4,3.0,4.0,4.0,3.0,4.0,OPEN,CAP
6167,FEMALE,0,4,4,3.0,4.0,4.0,2.0,2.0,OPEN,CAP
6168,FEMALE,0,4,4,2.0,2.0,4.0,4.0,4.0,OPEN,CAP
6169,FEMALE,0,4,4,4.0,4.0,4.0,1.0,1.0,OPEN,CAP
6170,FEMALE,0,4,4,1.0,1.0,4.0,4.0,4.0,OPEN,CAP
6171,FEMALE,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,CAP
6173,FEMALE,0,4,4,3.0,2.0,4.0,3.0,4.0,OPEN,CAP
6174,FEMALE,0,4,4,3.0,3.0,4.0,2.0,2.0,OPEN,CAP
6175,FEMALE,0,4,4,3.0,3.0,4.0,4.0,4.0,OPEN,CAP
6176,FEMALE,0,4,4,1.0,2.0,4.0,1.0,1.0,OPEN,CAP
6177,FEMALE,0,4,4,4.0,4.0,3.0,4.0,4.0,OPEN,CAP
6178,FEMALE,0,4,4,1.0,3.0,4.0,4.0,4.0,OPEN,CAP
6179,FEMALE,0,4,4,3.0,3.0,2.0,4.0,4.0,OPEN,CAP
6180,FEMALE,0,4,4,3.0,2.0,2.0,4.0,4.0,OPEN,CAP
6181,FEMALE,0,4,4,4.0,4.0,2.0,3.0,4.0,OPEN,CAP
6182,FEMALE,0,4,4,4.0,4.0,4.0,2.0,2.0,OPEN,CAP
6183,FEMALE,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,CAP
6184,FEMALE,0,4,4,3.0,3.0,3.0,1.0,1.0,OPEN,CAP
6185,FEMALE,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,CAP
6186,FEMALE,0,4,4,3.0,3.0,4.0,4.0,4.0,OPEN,CAP
6189,FEMALE,0,4,4,2.0,2.0,2.0,3.0,4.0,OPEN,CAP
6190,FEMALE,0,2,2,1.0,2.0,2.0,1.0,2.0,OPEN,CAP
6191,FEMALE,0,4,4,2.0,3.0,4.0,4.0,4.0,OPEN,CAP
6192,FEMALE,0,4,4,3.0,3.0,3.0,3.0,4.0,OPEN,CAP
6193,FEMALE,0,4,4,4.0,4.0,3.0,4.0,4.0,OPEN,CAP
6194,FEMALE,0,4,4,3.0,3.0,4.0,4.0,4.0,OPEN,CAP
6195,FEMALE,0,4,4,3.0,3.0,3.0,3.0,4.0,OPEN,CAP
6196,FEMALE,0,4,4,1.0,2.0,1.0,1.0,3.0,OPEN,CAP
6197,FEMALE,0,4,4,2.0,2.0,2.0,2.0,2.0,OPEN,CAP
6198,FEMALE,0,4,4,2.0,3.0,4.0,3.0,2.0,OPEN,CAP
6200,FEMALE,0,4,4,1.0,1.0,1.0,1.0,2.0,OPEN,CAP
6201,FEMALE,0,4,4,3.0,3.0,2.0,3.0,4.0,OPEN,CAP
6202,FEMALE,0,4,4,3.0,3.0,3.0,2.0,4.0,OPEN,CAP
6204,FEMALE,0,4,4,3.0,3.0,3.0,3.0,4.0,OPEN,CAP
6205,FEMALE,0,4,4,1.0,2.0,2.0,2.0,3.0,OPEN,CAP
6206,FEMALE,0,4,4,2.0,3.0,1.0,3.0,4.0,OPEN,CAP
6207,FEMALE,0,4,4,4.0,4.0,3.0,4.0,4.0,OPEN,CAP
6208,FEMALE,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,CAP
6209,FEMALE,0,4,4,2.0,3.0,2.0,2.0,3.0,OPEN,CAP
6210,FEMALE,0,2,2,2.0,2.0,1.0,1.0,2.0,OPEN,CAP
6212,FEMALE,0,3,3,2.0,2.0,2.0,3.0,4.0,OPEN,CAP
6213,FEMALE,0,4,4,4.0,4.0,4.0,4.0,4.0,OBC,CAP
6214,FEMALE,0,4,4,4.0,4.0,4.0,4.0,4.0,OBC,CAP
6215,FEMALE,0,4,4,4.0,4.0,4.0,4.0,4.0,OBC,CAP
6216,FEMALE,0,4,4,4.0,4.0,4.0,4.0,4.0,OBC,CAP
6217,FEMALE,0,4,4,4.0,4.0,4.0,4.0,4.0,OBC,CAP
6218,FEMALE,0,4,4,4.0,4.0,4.0,4.0,4.0,OBC,CAP
6219,FEMALE,0,4,4,4.0,4.0,4.0,4.0,4.0,OBC,CAP
6220,FEMALE,0,4,4,4.0,4.0,4.0,4.0,4.0,OBC,CAP
6221,FEMALE,0,4,4,4.0,4.0,4.0,4.0,4.0,OBC,CAP
6222,FEMALE,0,4,4,4.0,4.0,4.0,4.0,4.0,OBC,CAP
6223,FEMALE,0,4,4,4.0,4.0,4.0,4.0,4.0,OBC,CAP
6224,FEMALE,0,4,4,4.0,4.0,4.0,4.0,4.0,OBC,CAP
6225,FEMALE,0,4,4,4.0,4.0,4.0,4.0,4.0,OBC,CAP
6226,FEMALE,0,4,4,4.0,4.0,4.0,4.0,4.0,OBC,CAP
6227,FEMALE,0,4,4,4.0,4.0,4.0,4.0,4.0,OBC,CAP
6228,FEMALE,0,4,4,4.0,4.0,4.0,4.0,4.0,OBC,CAP
6229,FEMALE,0,4,4,4.0,4.0,4.0,4.0,4.0,OBC,CAP
