,Division,Gender,Gap,10_Result,12_Result,Sem1,Sem2,Sem3,Sem4,Sem5,Caste,admission_category
1307,1865,1865,0.0,3.0,3.0,4.0,4.0,5.0,6.0,6.0,1865,1865
1308,1864,1864,0.0,4.0,4.0,4.0,4.0,6.0,6.0,7.0,1864,1864
1309,1855,1855,0.0,4.0,4.0,6.0,6.0,7.0,7.0,7.0,1855,1855
1310,1849,1849,0.0,4.0,4.0,6.0,4.0,5.0,7.0,7.0,1849,1849
1311,1850,1850,0.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,1850,1850
1312,1851,1851,0.0,4.0,4.0,7.0,6.0,7.0,7.0,7.0,1851,1851
1313,1852,1852,0.0,3.0,3.0,6.0,5.0,6.0,7.0,7.0,1852,1852
1314,1853,1853,0.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,1853,1853
1315,1854,1854,0.0,4.0,4.0,5.0,4.0,5.0,7.0,7.0,1854,1854
1316,1856,1856,0.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,1856,1856
1317,1863,1863,0.0,4.0,4.0,6.0,5.0,6.0,7.0,6.0,1863,1863
1318,1857,1857,0.0,4.0,4.0,4.0,5.0,6.0,7.0,6.0,1857,1857
1320,1858,1858,0.0,3.0,3.0,4.0,4.0,5.0,6.0,6.0,1858,1858
1321,1859,1859,0.0,4.0,4.0,6.0,6.0,7.0,7.0,7.0,1859,1859
1323,1860,1860,0.0,4.0,4.0,6.0,7.0,7.0,7.0,6.0,1860,1860
1324,1861,1861,0.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,1861,1861
1325,1862,1862,0.0,3.0,3.0,4.0,3.0,3.0,5.0,5.0,1862,1862
1327,1882,1882,0.0,3.0,3.0,3.0,3.0,5.0,6.0,6.0,1882,1882
1328,1884,1884,0.0,3.0,3.0,5.0,4.0,4.0,7.0,6.0,1884,1884
1329,1919,1919,0.0,4.0,4.0,6.0,6.0,6.0,7.0,7.0,1919,1919
1330,1885,1885,0.0,4.0,4.0,6.0,5.0,7.0,7.0,7.0,1885,1885
1331,1904,1904,0.0,3.0,3.0,4.0,4.0,4.0,6.0,5.0,1904,1904
1332,1905,1905,1.0,3.0,3.0,4.0,6.0,5.0,6.0,6.0,1905,1905
1333,1906,1906,0.0,4.0,4.0,6.0,6.0,7.0,7.0,7.0,1906,1906
1334,1907,1907,0.0,4.0,4.0,5.0,5.0,6.0,7.0,7.0,1907,1907
1335,1908,1908,0.0,3.0,3.0,5.0,5.0,6.0,7.0,7.0,1908,1908
1336,1909,1909,0.0,4.0,4.0,5.0,5.0,5.0,7.0,7.0,1909,1909
1338,1910,1910,0.0,3.0,3.0,7.0,6.0,6.0,7.0,7.0,1910,1910
1339,1911,1911,1.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,1911,1911
1340,1912,1912,0.0,3.0,3.0,4.0,4.0,5.0,7.0,7.0,1912,1912
1342,1913,1913,0.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,1913,1913
1343,1914,1914,0.0,3.0,3.0,4.0,4.0,3.0,6.0,5.0,1914,1914
1344,1915,1915,0.0,4.0,4.0,4.0,4.0,4.0,6.0,5.0,1915,1915
1345,1916,1916,0.0,4.0,4.0,5.0,5.0,6.0,7.0,7.0,1916,1916
1346,1917,1917,0.0,4.0,4.0,6.0,6.0,7.0,7.0,7.0,1917,1917
1348,1918,1918,0.0,4.0,4.0,7.0,7.0,6.0,7.0,7.0,1918,1918
1350,1903,1903,0.0,4.0,4.0,5.0,6.0,5.0,7.0,7.0,1903,1903
1352,1902,1902,0.0,3.0,3.0,5.0,5.0,5.0,7.0,7.0,1902,1902
1353,1901,1901,0.0,4.0,4.0,6.0,5.0,6.0,7.0,6.0,1901,1901
1354,1892,1892,0.0,3.0,3.0,3.0,4.0,4.0,6.0,6.0,1892,1892
1356,1886,1886,0.0,3.0,3.0,4.0,5.0,5.0,7.0,7.0,1886,1886
1357,1887,1887,1.0,3.0,3.0,5.0,5.0,5.0,6.0,5.0,1887,1887
1358,1888,1888,0.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,1888,1888
1359,1889,1889,0.0,4.0,4.0,6.0,6.0,7.0,7.0,7.0,1889,1889
1360,1890,1890,0.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,1890,1890
1362,1891,1891,0.0,4.0,4.0,6.0,6.0,7.0,7.0,7.0,1891,1891
1363,1893,1893,0.0,3.0,3.0,3.0,3.0,2.0,4.0,0.0,1893,1893
1365,1900,1900,0.0,4.0,4.0,6.0,5.0,6.0,7.0,7.0,1900,1900
1366,1894,1894,0.0,4.0,4.0,3.0,4.0,4.0,6.0,6.0,1894,1894
1367,1895,1895,0.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,1895,1895
1371,1896,1896,0.0,4.0,4.0,6.0,7.0,7.0,7.0,7.0,1896,1896
1372,1897,1897,0.0,3.0,3.0,4.0,6.0,5.0,6.0,5.0,1897,1897
1373,1898,1898,0.0,4.0,4.0,5.0,6.0,5.0,5.0,5.0,1898,1898
1375,1899,1899,0.0,4.0,4.0,6.0,7.0,6.0,6.0,5.0,1899,1899
1376,1848,1848,0.0,3.0,3.0,4.0,5.0,4.0,7.0,5.0,1848,1848
1378,1883,1883,0.0,4.0,4.0,7.0,6.0,6.0,7.0,7.0,1883,1883
1381,1847,1847,0.0,3.0,3.0,6.0,6.0,7.0,7.0,6.0,1847,1847
1382,1809,1809,0.0,4.0,4.0,5.0,5.0,4.0,5.0,6.0,1809,1809
1383,1793,1793,0.0,4.0,4.0,3.0,3.0,3.0,3.0,6.0,1793,1793
1384,1794,1794,0.0,4.0,4.0,6.0,7.0,6.0,7.0,7.0,1794,1794
1385,1795,1795,0.0,4.0,4.0,7.0,7.0,6.0,5.0,6.0,1795,1795
1386,1796,1796,0.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,1796,1796
1387,1797,1797,0.0,4.0,4.0,6.0,7.0,7.0,7.0,7.0,1797,1797
1388,1798,1798,0.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,1798,1798
1389,1799,1799,0.0,3.0,3.0,4.0,5.0,3.0,5.0,5.0,1799,1799
1390,1800,1800,0.0,4.0,4.0,7.0,7.0,7.0,7.0,6.0,1800,1800
1392,1801,1801,0.0,4.0,4.0,5.0,6.0,7.0,7.0,6.0,1801,1801
1393,1802,1802,0.0,4.0,4.0,6.0,7.0,7.0,7.0,7.0,1802,1802
1394,1803,1803,0.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,1803,1803
1395,1804,1804,0.0,4.0,4.0,6.0,7.0,6.0,7.0,6.0,1804,1804
1396,1805,1805,0.0,4.0,4.0,7.0,6.0,6.0,7.0,6.0,1805,1805
1397,1806,1806,0.0,4.0,4.0,7.0,6.0,6.0,5.0,5.0,1806,1806
1398,1807,1807,0.0,4.0,4.0,5.0,7.0,6.0,6.0,6.0,1807,1807
1399,1792,1792,0.0,4.0,4.0,6.0,6.0,7.0,7.0,7.0,1792,1792
1401,1791,1791,0.0,3.0,3.0,5.0,5.0,5.0,6.0,5.0,1791,1791
1402,1790,1790,0.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,1790,1790
1403,1781,1781,0.0,4.0,4.0,6.0,6.0,5.0,6.0,5.0,1781,1781
1404,1775,1775,0.0,3.0,3.0,3.0,4.0,4.0,5.0,6.0,1775,1775
1405,1776,1776,0.0,4.0,4.0,5.0,6.0,6.0,6.0,7.0,1776,1776
1407,1777,1777,0.0,3.0,3.0,5.0,6.0,6.0,7.0,6.0,1777,1777
1408,1778,1778,0.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,1778,1778
1410,1779,1779,0.0,4.0,4.0,6.0,7.0,7.0,7.0,6.0,1779,1779
1411,1780,1780,0.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,1780,1780
1412,1782,1782,0.0,4.0,4.0,5.0,6.0,5.0,6.0,5.0,1782,1782
1413,1789,1789,0.0,3.0,3.0,5.0,6.0,5.0,6.0,6.0,1789,1789
1414,1783,1783,0.0,3.0,3.0,3.0,5.0,4.0,5.0,5.0,1783,1783
1416,1784,1784,0.0,3.0,3.0,6.0,6.0,7.0,6.0,6.0,1784,1784
1417,1785,1785,0.0,3.0,3.0,3.0,5.0,4.0,6.0,6.0,1785,1785
1418,1786,1786,0.0,3.0,3.0,3.0,5.0,4.0,5.0,4.0,1786,1786
1419,1787,1787,0.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,1787,1787
1420,1788,1788,0.0,4.0,4.0,6.0,7.0,7.0,7.0,6.0,1788,1788
1421,1808,1808,0.0,4.0,4.0,6.0,7.0,7.0,7.0,5.0,1808,1808
1422,1810,1810,0.0,4.0,4.0,6.0,5.0,6.0,6.0,5.0,1810,1810
1423,1845,1845,0.0,4.0,4.0,5.0,6.0,6.0,6.0,5.0,1845,1845
1424,1811,1811,0.0,4.0,4.0,6.0,7.0,6.0,6.0,6.0,1811,1811
1425,1830,1830,0.0,4.0,4.0,7.0,6.0,5.0,5.0,5.0,1830,1830
1426,1831,1831,0.0,4.0,4.0,5.0,6.0,5.0,7.0,6.0,1831,1831
1427,1832,1832,0.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,1832,1832
1428,1833,1833,0.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,1833,1833
1429,1834,1834,0.0,4.0,4.0,6.0,6.0,5.0,6.0,5.0,1834,1834
1430,1835,1835,0.0,4.0,4.0,6.0,7.0,6.0,6.0,6.0,1835,1835
1432,1836,1836,0.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,1836,1836
1433,1837,1837,0.0,4.0,4.0,6.0,6.0,6.0,7.0,7.0,1837,1837
1434,1838,1838,0.0,4.0,4.0,5.0,5.0,5.0,6.0,6.0,1838,1838
1435,1839,1839,0.0,4.0,4.0,7.0,7.0,6.0,6.0,6.0,1839,1839
1436,1840,1840,0.0,4.0,4.0,4.0,6.0,6.0,5.0,6.0,1840,1840
1437,1841,1841,0.0,4.0,4.0,6.0,7.0,5.0,6.0,6.0,1841,1841
1438,1842,1842,0.0,4.0,4.0,7.0,7.0,7.0,7.0,6.0,1842,1842
1439,1843,1843,0.0,4.0,4.0,6.0,7.0,6.0,7.0,7.0,1843,1843
1440,1844,1844,0.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,1844,1844
1441,1829,1829,0.0,4.0,4.0,6.0,6.0,6.0,6.0,5.0,1829,1829
1442,1828,1828,0.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,1828,1828
1443,1827,1827,0.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,1827,1827
1444,1818,1818,0.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,1818,1818
1445,1812,1812,0.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,1812,1812
1446,1813,1813,0.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,1813,1813
1447,1814,1814,0.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,1814,1814
1448,1815,1815,0.0,4.0,4.0,4.0,6.0,4.0,5.0,5.0,1815,1815
1449,1816,1816,0.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,1816,1816
1451,1817,1817,0.0,4.0,4.0,6.0,6.0,6.0,7.0,7.0,1817,1817
1452,1819,1819,0.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,1819,1819
1453,1826,1826,0.0,4.0,4.0,6.0,6.0,6.0,5.0,5.0,1826,1826
1454,1820,1820,0.0,4.0,4.0,4.0,4.0,5.0,6.0,5.0,1820,1820
1455,1821,1821,0.0,4.0,4.0,5.0,6.0,7.0,7.0,7.0,1821,1821
1458,1822,1822,0.0,4.0,4.0,6.0,5.0,5.0,5.0,5.0,1822,1822
1459,1823,1823,0.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,1823,1823
1460,1824,1824,0.0,3.0,3.0,5.0,5.0,5.0,6.0,5.0,1824,1824
1461,1825,1825,0.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,1825,1825
1462,1846,1846,0.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,1846,1846
1463,1921,1921,0.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,1921,1921
1464,1994,1994,0.0,4.0,4.0,6.0,6.0,6.0,6.0,5.0,1994,1994
1465,1922,1922,0.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,1922,1922
1467,2015,2015,0.0,4.0,4.0,5.0,6.0,6.0,6.0,6.0,2015,2015
1468,2016,2016,0.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,2016,2016
1469,2017,2017,0.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,2017,2017
1470,2018,2018,0.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,2018,2018
1471,2019,2019,0.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,2019,2019
1472,2020,2020,0.0,4.0,4.0,7.0,7.0,7.0,7.0,6.0,2020,2020
1474,2021,2021,0.0,4.0,4.0,7.0,7.0,6.0,7.0,7.0,2021,2021
1476,2022,2022,0.0,4.0,4.0,6.0,7.0,7.0,7.0,7.0,2022,2022
1477,2023,2023,0.0,4.0,4.0,5.0,6.0,5.0,6.0,6.0,2023,2023
1478,2024,2024,0.0,4.0,4.0,6.0,7.0,6.0,6.0,6.0,2024,2024
1479,2025,2025,0.0,3.0,3.0,5.0,6.0,5.0,5.0,6.0,2025,2025
1480,2026,2026,0.0,4.0,4.0,5.0,6.0,6.0,7.0,6.0,2026,2026
1481,2027,2027,0.0,4.0,4.0,6.0,6.0,6.0,7.0,7.0,2027,2027
1482,2028,2028,0.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,2028,2028
1483,2029,2029,0.0,4.0,4.0,7.0,6.0,6.0,7.0,7.0,2029,2029
1485,2014,2014,0.0,3.0,3.0,4.0,5.0,5.0,4.0,5.0,2014,2014
1486,2013,2013,0.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2013,2013
1487,2012,2012,0.0,3.0,3.0,5.0,6.0,5.0,6.0,5.0,2012,2012
1488,2003,2003,0.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,2003,2003
1489,1997,1997,0.0,4.0,4.0,6.0,6.0,5.0,6.0,6.0,1997,1997
1490,1998,1998,0.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,1998,1998
1491,1999,1999,0.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,1999,1999
1492,2000,2000,0.0,4.0,4.0,6.0,6.0,6.0,7.0,6.0,2000,2000
1493,2001,2001,0.0,4.0,4.0,5.0,7.0,6.0,7.0,6.0,2001,2001
1494,2002,2002,0.0,4.0,4.0,5.0,5.0,6.0,5.0,6.0,2002,2002
1495,2004,2004,0.0,4.0,4.0,6.0,6.0,5.0,6.0,5.0,2004,2004
1497,2011,2011,0.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,2011,2011
1498,2005,2005,0.0,4.0,4.0,6.0,5.0,7.0,7.0,6.0,2005,2005
1499,2006,2006,0.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,2006,2006
1500,2007,2007,0.0,4.0,4.0,4.0,6.0,4.0,4.0,5.0,2007,2007
1503,2008,2008,0.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,2008,2008
1504,2009,2009,0.0,4.0,4.0,6.0,7.0,7.0,7.0,7.0,2009,2009
1505,2010,2010,0.0,3.0,3.0,4.0,4.0,4.0,4.0,6.0,2010,2010
1506,2030,2030,0.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,2030,2030
1507,2032,2032,0.0,4.0,4.0,6.0,6.0,7.0,7.0,7.0,2032,2032
1508,2067,2067,0.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,2067,2067
1510,2033,2033,0.0,4.0,4.0,4.0,5.0,6.0,7.0,6.0,2033,2033
1511,2052,2052,0.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,2052,2052
1512,2053,2053,0.0,3.0,3.0,4.0,5.0,4.0,5.0,5.0,2053,2053
1513,2054,2054,0.0,3.0,3.0,6.0,6.0,7.0,7.0,6.0,2054,2054
1516,2055,2055,0.0,3.0,3.0,3.0,4.0,3.0,4.0,5.0,2055,2055
1517,2056,2056,0.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,2056,2056
1518,2057,2057,0.0,3.0,3.0,4.0,4.0,5.0,5.0,4.0,2057,2057
1519,2058,2058,0.0,3.0,3.0,6.0,6.0,6.0,7.0,6.0,2058,2058
1520,2059,2059,0.0,4.0,4.0,5.0,5.0,6.0,7.0,6.0,2059,2059
1521,2060,2060,0.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2060,2060
1524,2061,2061,0.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,2061,2061
1525,2062,2062,0.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,2062,2062
1526,2063,2063,0.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2063,2063
1527,2064,2064,0.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,2064,2064
1528,2065,2065,0.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,2065,2065
1529,2066,2066,0.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,2066,2066
1530,2051,2051,0.0,4.0,4.0,6.0,6.0,5.0,5.0,5.0,2051,2051
1531,2050,2050,0.0,4.0,4.0,6.0,6.0,4.0,6.0,7.0,2050,2050
1532,2049,2049,0.0,4.0,4.0,5.0,5.0,5.0,6.0,6.0,2049,2049
1534,2040,2040,0.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,2040,2040
1535,2034,2034,0.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,2034,2034
1536,2035,2035,0.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,2035,2035
1538,2036,2036,0.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,2036,2036
1539,2037,2037,0.0,3.0,3.0,4.0,5.0,4.0,5.0,5.0,2037,2037
1540,2038,2038,0.0,4.0,4.0,3.0,4.0,4.0,5.0,6.0,2038,2038
1541,2039,2039,0.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0,2039,2039
1542,2041,2041,0.0,3.0,3.0,4.0,4.0,4.0,6.0,5.0,2041,2041
1543,2048,2048,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2048,2048
1544,2042,2042,0.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,2042,2042
1545,2043,2043,0.0,4.0,4.0,2.0,3.0,3.0,3.0,6.0,2043,2043
1546,2044,2044,0.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,2044,2044
1547,2045,2045,0.0,4.0,4.0,7.0,6.0,6.0,7.0,6.0,2045,2045
1548,2046,2046,0.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,2046,2046
1549,2047,2047,0.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,2047,2047
1550,1996,1996,0.0,3.0,3.0,3.0,4.0,4.0,6.0,6.0,1996,1996
1551,2031,2031,0.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,2031,2031
1553,1995,1995,0.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,1995,1995
1554,1957,1957,0.0,4.0,4.0,5.0,6.0,5.0,7.0,6.0,1957,1957
1555,1941,1941,0.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,1941,1941
1556,1942,1942,0.0,3.0,3.0,5.0,4.0,4.0,5.0,4.0,1942,1942
1559,1943,1943,0.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,1943,1943
1560,1944,1944,0.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,1944,1944
1561,1945,1945,0.0,4.0,4.0,6.0,5.0,5.0,6.0,6.0,1945,1945
1562,1946,1946,0.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,1946,1946
1564,1947,1947,0.0,4.0,4.0,4.0,5.0,4.0,5.0,6.0,1947,1947
1565,1948,1948,0.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,1948,1948
1566,1949,1949,0.0,3.0,3.0,3.0,3.0,5.0,0.0,0.0,1949,1949
1567,1950,1950,0.0,3.0,3.0,5.0,5.0,6.0,6.0,6.0,1950,1950
1568,1951,1951,0.0,3.0,3.0,3.0,4.0,3.0,5.0,5.0,1951,1951
1569,1952,1952,0.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,1952,1952
1570,1953,1953,0.0,4.0,4.0,5.0,6.0,5.0,7.0,6.0,1953,1953
1571,1954,1954,0.0,4.0,4.0,5.0,5.0,4.0,6.0,6.0,1954,1954
1572,1955,1955,0.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,1955,1955
1573,1940,1940,0.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,1940,1940
1575,1939,1939,0.0,4.0,4.0,4.0,4.0,5.0,6.0,7.0,1939,1939
1576,1938,1938,0.0,3.0,3.0,4.0,5.0,4.0,5.0,4.0,1938,1938
1577,1929,1929,0.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,1929,1929
1578,1923,1923,0.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,1923,1923
1579,1924,1924,0.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,1924,1924
1580,1925,1925,0.0,3.0,3.0,5.0,4.0,5.0,5.0,6.0,1925,1925
1581,1926,1926,0.0,4.0,4.0,3.0,2.0,2.0,3.0,4.0,1926,1926
1582,1927,1927,0.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,1927,1927
1587,1928,1928,0.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,1928,1928
1588,1930,1930,0.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,1930,1930
1589,1937,1937,0.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,1937,1937
1591,1931,1931,0.0,4.0,4.0,5.0,5.0,6.0,5.0,7.0,1931,1931
1593,1932,1932,0.0,3.0,3.0,4.0,5.0,3.0,5.0,5.0,1932,1932
1594,1933,1933,0.0,4.0,4.0,4.0,5.0,5.0,4.0,6.0,1933,1933
1595,1934,1934,0.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,1934,1934
1596,1935,1935,0.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,1935,1935
1597,1936,1936,0.0,4.0,4.0,7.0,6.0,6.0,7.0,6.0,1936,1936
1598,1956,1956,0.0,3.0,3.0,5.0,5.0,4.0,5.0,5.0,1956,1956
1599,1958,1958,0.0,4.0,4.0,5.0,6.0,5.0,6.0,6.0,1958,1958
1600,1993,1993,0.0,4.0,4.0,3.0,3.0,3.0,0.0,4.0,1993,1993
1601,1959,1959,0.0,4.0,4.0,6.0,6.0,5.0,6.0,6.0,1959,1959
1602,1978,1978,0.0,3.0,3.0,4.0,5.0,5.0,5.0,6.0,1978,1978
1603,1979,1979,0.0,3.0,3.0,3.0,4.0,4.0,5.0,3.0,1979,1979
1604,1980,1980,0.0,3.0,3.0,5.0,5.0,5.0,5.0,6.0,1980,1980
1606,1981,1981,0.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,1981,1981
1607,1982,1982,0.0,4.0,4.0,5.0,6.0,5.0,5.0,5.0,1982,1982
1608,1983,1983,0.0,4.0,4.0,6.0,6.0,5.0,6.0,6.0,1983,1983
1609,1984,1984,0.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,1984,1984
1610,1985,1985,0.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1985,1985
1611,1986,1986,0.0,3.0,3.0,4.0,4.0,5.0,4.0,5.0,1986,1986
1612,1987,1987,0.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,1987,1987
1614,1988,1988,0.0,4.0,4.0,4.0,5.0,4.0,4.0,6.0,1988,1988
1615,1989,1989,0.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,1989,1989
1616,1990,1990,0.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,1990,1990
1618,1991,1991,0.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,1991,1991
1619,1992,1992,0.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,1992,1992
1623,1977,1977,0.0,4.0,4.0,6.0,7.0,4.0,7.0,6.0,1977,1977
1624,1976,1976,0.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,1976,1976
1625,1975,1975,0.0,4.0,4.0,5.0,6.0,5.0,5.0,6.0,1975,1975
1626,1966,1966,0.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,1966,1966
1628,1960,1960,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1960,1960
1630,1961,1961,0.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,1961,1961
1632,1962,1962,0.0,3.0,3.0,3.0,4.0,3.0,5.0,6.0,1962,1962
1633,1963,1963,0.0,3.0,3.0,4.0,5.0,3.0,0.0,4.0,1963,1963
1634,1964,1964,0.0,4.0,4.0,6.0,6.0,5.0,5.0,6.0,1964,1964
1635,1965,1965,0.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,1965,1965
1638,1967,1967,0.0,4.0,4.0,6.0,6.0,6.0,6.0,7.0,1967,1967
1639,1974,1974,0.0,4.0,4.0,6.0,6.0,7.0,7.0,7.0,1974,1974
1640,1968,1968,0.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,1968,1968
1641,1969,1969,0.0,4.0,4.0,5.0,6.0,5.0,5.0,6.0,1969,1969
1642,1970,1970,0.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,1970,1970
1643,1971,1971,0.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,1971,1971
1644,1972,1972,0.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,1972,1972
1645,1973,1973,0.0,4.0,4.0,7.0,6.0,6.0,6.0,6.0,1973,1973
1646,1183,1183,0.0,4.0,4.0,5.0,4.0,5.0,5.0,6.0,1183,1183
1649,2068,2068,0.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,2068,2068
1652,1182,1182,0.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,1182,1182
1655,885,885,0.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0,885,885
1658,388,388,0.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,388,388
1660,389,389,0.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,389,389
1661,390,390,0.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,390,390
1662,391,391,0.0,4.0,4.0,5.0,6.0,5.0,5.0,6.0,391,391
1664,392,392,0.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,392,392
1666,393,393,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,393,393
1667,394,394,0.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,394,394
1668,395,395,0.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,395,395
1669,396,396,0.0,4.0,4.0,4.0,5.0,3.0,5.0,5.0,396,396
1670,397,397,0.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,397,397
1671,398,398,0.0,4.0,4.0,5.0,6.0,5.0,6.0,6.0,398,398
1672,399,399,0.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,399,399
1673,400,400,0.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,400,400
1674,401,401,0.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,401,401
1676,402,402,0.0,4.0,4.0,6.0,6.0,6.0,6.0,5.0,402,402
1677,387,387,0.0,4.0,4.0,5.0,4.0,5.0,5.0,6.0,387,387
1678,386,386,0.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,386,386
1679,385,385,0.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,385,385
